Original_row_number,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,Municipality
940,42,2433,1,5,1,0,0,11,3,61000,NORFOLK SOUTHERN RR',<Null>,PENNSYLVANIA AV',301075 PENNSYLVANIA AVE',99.99,0,0,<Null>,<Null>,40272029,80010474,3,3,4,4,19,1986,4,0,10125,2020,5,14,0,43,0,0,0,1,0,5,N,0,0,A,5,2,3,3,0,0,1,0,14,43.9,46.6,1.6,1.6,14,18.3,99.99,R,6,R,0,0,6,5,5,N,N,2,84.4,2,50.8,5,2,3,5,N,6,35,2,47,920,24,Y24,N,N,920,<Null>,<Null>,27,79,363,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,6,2,1,7,0,<Null>,Y,N,12150,2040,0,N,42,F,5,852.78,Pittsburgh
941,42,2435,1,5,1,0,0,11,3,61000,PGH & OHIO CENTRAL RR',<Null>,RADCLIFFE ST',301078 BT TABOR&STADIUM',99.99,0,0,<Null>,<Null>,40273995,80031597,3,3,4,4,19,1983,2,0,3500,2020,5,7.3,0,0,0,1,1,1,1,5,N,0,0,A,5,2,3,2,0,0,1,0,7.3,14.6,15.2,1.5,1.5,7.3,12.2,99.99,R,6.56,R,0,0,7,7,6,N,N,1,89.8,1,55.3,6,2,3,5,N,4,36,2,15,920,24,N,N,N,<Null>,<Null>,<Null>,4,25,53,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,1,0,1,7,0,<Null>,Y,N,3850,2040,0,N,42,F,6,185.44,Pittsburgh
942,42,2436,1,5,1,0,0,11,3,61000,N-S RAILROAD',<Null>,RIDGE AV',301081 OVER N-S RR',99.99,0,0,<Null>,<Null>,40270596,80003840,3,3,27,4,19,1903,2,0,0,2006,0,12.5,3,17,0,0,0,0,0,2,N,0,0,K,5,2,3,10,0,0,1,0,5.4,19.8,20.7,0.8,4.4,12.3,18.3,99.99,R,5.49,R,0,0,2,1,5,N,N,2,15.4,2,2.7,0,9,0,0,N,8,31,1,21,620,24,Y24,N,N,620,<Null>,<Null>,69,202,927,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1957,1,6,0,0,0,0,<Null>,Y,N,3300,2030,0,N,42,P,1,378.81,Pittsburgh
943,42,2437,1,5,2,0,0,11,3,61000,Three Rivers Heritage Tr',<Null>,RIVER AV',301082 RIVER AVE VIADUCT',5.08,0,0,<Null>,<Null>,40275163,79584376,3,3,4,4,19,1939,2,0,6000,2004,5,8.5,0,4,1,1,0,0,0,5,N,0,0,A,5,0,3,2,0,0,6,0,8.5,11.3,54.6,1.6,1.6,8.5,11.2,5.09,N,0,N,0,0,6,5,4,N,N,1,55.3,1,32.7,4,2,N,5,N,8,35,2,63,1120,24,Y24,N,N,1120,<Null>,<Null>,13,39,179,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1986,1,2,0,1,7,0,<Null>,Y,N,6600,2030,0,N,42,P,4,611.52,Pittsburgh
944,42,2438,1,5,1,0,0,11,3,61000,CSX RAILROAD BOUNDARY ST',<Null>,SCHENLEY DR',301084 BT FORBES&PHIPPS C',99.99,0,0,<Null>,<Null>,40262892,79565758,5,3,4,4,16,1896,4,2,14000,2003,5,17.4,0,0,0,0,0,1,1,5,N,0,0,A,5,4,3,9,8,11,1,2,11.7,109.7,146.3,2.7,2.7,17.4,24.4,99.99,R,12.8,H,99.9,0,6,5,6,N,N,2,50.8,2,39,5,5,9,5,N,8,35,2,146,521,24,N,N,N,<Null>,<Null>,<Null>,56,165,757,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1994,1,1,0,1,5,0,<Null>,Y,N,15000,2020,0,N,42,F,5,3569.72,Pittsburgh
945,42,2439,1,5,1,0,0,11,3,61000,PANTH HOLLOW UNKNOWN STR',<Null>,PANTHER HOLLOW TR',301085 BT PHIPPS&S P POOL',99.99,0,0,<Null>,<Null>,40261188,79564819,6,3,4,4,16,1896,2,0,13500,2005,5,11.9,0,0,0,0,0,1,1,5,0,0,0,A,5,5,3,9,8,11,1,4,8.6,109.7,195.1,2.6,2.6,11.9,19.2,99.99,N,0,N,0,0,7,5,6,7,N,1,47.2,1,28.1,5,5,N,5,9,6,<Null>,<Null>,195,521,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1999,1,1,0,1,5,0,<Null>,Y,8,15000,2019,0,N,42,F,5,3745.92,Pittsburgh
946,42,2440,1,5,0,0,0,11,3,61000,OVERLOOK DRIVE',<Null>,PANTHER HOLLOW RD',301086 SCHENLEY PK UNDPSS',99.99,0,0,<Null>,<Null>,40260723,79564784,3,3,4,4,19,1988,4,2,21000,2020,9,14.3,2,16,0,0,0,0,0,5,N,0,0,A,1,1,5,5,0,0,1,0,14.2,17.4,18,0,0,14.2,15.6,99.99,H,4.19,H,99.9,99.9,5,5,6,N,N,1,90.7,1,33.6,5,2,3,5,N,7,36,2,18,920,24,N,N,N,<Null>,<Null>,<Null>,8,31,113,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,1,0,1,3,0,<Null>,Y,N,23100,2040,0,N,42,F,5,280.8,Pittsburgh
947,42,2441,1,8,8,0,0,11,3,61000,SCHENLEY PARK STREAM',<Null>,PANTHER HOLLOW TR',301087 SCHENLEY PK HOLL#1',99.99,0,0,<Null>,<Null>,40261710,79564406,5,3,4,4,19,1939,2,0,50,2021,0,6.1,0,5,0,<Null>,<Null>,<Null>,<Null>,1,0,0,0,A,5,5,1,11,0,0,1,0,6.7,13.7,13.7,0,0,7.2,8.4,99.99,N,0,N,0,0,N,6,6,6,N,0,67.1,0,39.9,6,5,N,5,9,8,<Null>,<Null>,31,321,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,N,N,N,N,3,0,<Null>,Y,4,50,2043,0,N,42,F,6,115.08,Pittsburgh
948,42,2444,1,8,8,0,0,11,3,61000,SCHENLEY PARK STREAM',<Null>,PANTHER HOLLOW TR',301090 SCHENLEY PK HOLL#4',99.99,0,0,<Null>,<Null>,40260242,79560833,5,3,4,4,19,1939,2,0,50,2021,0,6.1,0,5,1,<Null>,<Null>,<Null>,<Null>,1,0,0,0,A,5,5,1,11,0,0,1,0,6.1,17.1,17.1,0,0,6.1,7.3,99.99,N,0,N,0,0,N,6,6,6,N,0,63.5,0,38.1,6,5,N,5,9,8,<Null>,<Null>,41,321,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,N,N,N,N,3,0,<Null>,Y,4,50,2043,0,N,42,F,6,124.83,Pittsburgh
949,42,2448,1,5,1,0,0,11,3,61000,WOODS RUN RD  LECKY WAY',<Null>,SHADELAND AVENUE',301095 SHADELAND AVE',99.99,0,0,<Null>,<Null>,40283458,80015815,2,3,4,4,19,1993,2,6,3000,2021,9,8.5,0,0,0,0,1,1,0,4,N,0,0,A,5,1,4,2,0,0,5,0,8.5,50.6,235.3,1.5,1.5,8.5,13.3,99.99,H,8.5,H,1.8,0,6,7,6,N,N,1,81.6,1,49,6,4,4,5,N,8,<Null>,<Null>,235,821,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,1,0,1,17,0,<Null>,Y,N,8000,2043,0,N,42,F,6,3129.49,Pittsburgh
950,42,2449,1,5,1,0,0,11,3,61000,SAW MILL RUN CREEK',<Null>,SHALER ST',301097 IN WEST END',99.99,0,0,<Null>,<Null>,40255776,80014763,3,3,4,4,19,1900,2,0,1350,2009,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,5,5,3,3,0,0,1,0,7.3,15.2,17.7,1.8,1.8,7.3,12,99.99,N,0,N,0,0,4,5,4,6,N,1,38.1,1,22.7,4,4,N,5,8,6,35,1,18,1021,24,N,N,N,<Null>,<Null>,<Null>,16,48,219,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,6,0,0,5,0,<Null>,Y,4,1485,2029,0,N,42,P,4,212.4,Pittsburgh
951,42,2450,1,5,1,0,0,11,3,61000,N-S RR & EAST BUSWAY',<Null>,SOUTH AIKEN AV',301098 OV N-S  & BSWY9807',99.99,0,0,<Null>,<Null>,40271388,79561458,3,3,4,4,19,1929,2,2,6100,2004,5,11,0,0,0,0,1,1,1,5,N,0,0,A,5,4,4,2,0,0,3,0,11,26.2,64.6,1.7,1.7,12.2,17.1,99.99,H,8.02,H,99.9,0,5,7,5,N,N,1,42.6,1,25.4,5,5,9,5,N,8,36,2,65,1020,24,N,N,N,<Null>,<Null>,<Null>,30,87,399,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1979,1,6,2,0,5,0,<Null>,Y,N,6710,2030,0,N,42,F,5,1104.66,Pittsburgh
952,42,2452,1,5,1,0,0,11,3,61000,N-S RR E BUSWAY GROSS ST',<Null>,SOUTH MILLVALE AV',301101 S MILLVALE AVE BRG',15.42,0,0,<Null>,<Null>,40272528,79565138,5,3,4,4,19,1927,2,6,5525,2006,9,11,0,0,0,1,1,1,1,5,N,0,0,A,5,4,3,3,1,1,7,2,11,27.4,140.2,2.4,2.4,11,17.1,15.42,H,15.42,H,99.9,0,7,5,6,N,N,1,40.8,1,24.5,5,4,9,5,N,8,35,1,140,420,23,Y23,N,N,420,<Null>,<Null>,130,383,1756,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2007,1,1,0,1,6,0,<Null>,Y,N,7000,2026,0,N,42,F,5,2397.42,Pittsburgh
953,42,2453,1,5,1,0,0,11,3,61000,N-S RR & PAT EBUSWAY',<Null>,SOUTH NEGLEY AV',301102 BTCENTRE&ELLSWORTH',99.99,0,0,<Null>,<Null>,40272259,79560055,3,3,4,4,16,1924,2,2,15000,2005,5,15.2,0,17,0,0,0,0,0,5,N,0,0,A,5,4,3,10,0,0,1,0,9.1,31.7,32.3,2.2,2.2,9.1,15.2,99.99,H,4.27,H,99.9,0,5,5,4,N,N,1,58.1,1,34.5,4,3,4,5,N,5,35,2,32,1119,24,Y12,N,N,1120,<Null>,<Null>,25,73,335,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1973,1,6,0,1,5,0,<Null>,Y,N,16500,2030,0,N,42,P,4,490.96,Pittsburgh
954,42,2454,1,5,1,0,0,11,3,61000,NORFOLK SOUTHERN RR',<Null>,SOUTH TWELFTH ST',301104 12TH ST-SOUTH SIDE',99.99,0,0,<Null>,<Null>,40253241,79590822,3,3,4,4,19,1901,2,0,3000,2020,9,9.1,0,0,0,1,0,0,0,5,N,0,0,A,5,2,3,2,0,0,1,0,9.8,21.6,22.9,0.2,1.7,9.8,12.3,99.99,R,6.41,R,0,0,7,8,7,N,N,1,89.8,1,60.8,7,4,3,5,N,4,<Null>,<Null>,23,1020,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1994,1,1,0,1,4,0,<Null>,Y,N,3500,2040,0,N,42,G,7,281.67,Pittsburgh
955,42,2455,1,5,0,0,0,11,3,61000,I-376 WB (PARKWAY EAST)',<Null>,STANWIX ST',301106 BT FT PITT&376E RP',99.99,0,0,<Null>,<Null>,40261826,80002124,3,3,4,4,19,1939,3,3,8600,2020,5,18.9,2,0,1,0,1,0,1,5,N,0,0,A,5,1,3,3,0,0,1,0,6.4,20.4,21.6,0,0,20.2,26.4,99.99,H,4.45,H,0.5,0.9,7,7,6,N,N,1,45.4,1,27.2,6,9,3,5,N,8,<Null>,<Null>,20,1220,24,Y24,N,N,1220,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2002,1,1,0,1,5,0,<Null>,Y,N,9000,2037,0,N,42,F,6,570.24,Pittsburgh
956,42,2456,1,5,1,0,0,11,3,61000,I279 HOV RAMP G EAST ST',<Null>,SWINDELL BR',301109 SWINDELL BRIDGE',99.99,0,0,<Null>,<Null>,40282124,80001747,8,3,4,4,16,1930,2,11,5700,2021,4,7.6,0,0,0,0,0,1,1,2,N,0,0,A,5,1,3,9,0,0,4,0,7.9,166.1,334.4,1.1,1.4,7.6,8.5,99.99,H,99.9,H,1.5,1.5,4,3,5,N,N,2,59,2,26.3,3,2,3,5,N,8,35,1,334,521,24,Y12,N,Y06,521,<Null>,521,227,668,3063,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1990,1,1,0,1,6,0,<Null>,Y,N,13090,2043,0,N,42,P,3,2842.4,Pittsburgh
957,42,2457,1,5,1,0,0,11,3,61000,CSX/AV RR  SALINE ST',<Null>,FRAZIER ST',301110 SWINBURNE BRIDGE',99.99,0,0,<Null>,<Null>,40253620,79570212,3,3,4,4,19,1915,2,2,6000,2021,5,9.1,0,0,0,1,0,0,0,5,N,0,0,P,5,4,3,3,3,3,6,6,9.1,22.9,182.6,0.2,1.9,9.1,9.1,99.99,R,9.53,H,2.3,0,6,4,4,N,N,1,29.9,1,18.1,4,4,4,1,N,5,35,2,183,1020,24,Y12,N,Y06,1020,<Null>,421,53,155,711,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2013,1,1,0,1,5,0,<Null>,Y,N,6600,2041,0,N,42,P,4,1661.66,Pittsburgh
958,42,2458,1,5,3,0,0,11,3,61000,VERNER AVENUE',<Null>,BRIGHTON HEIGHTS',301112 BRIGHTON HEIGHTS',99.99,0,0,<Null>,<Null>,40285270,80023356,3,3,4,4,19,1930,3,2,13100,2021,5,12.2,0,48,0,0,0,0,0,5,N,0,0,A,5,1,5,2,0,0,1,0,12.2,21.9,22.9,2.4,2.4,12.2,18,99.99,H,4.06,H,99.9,0,5,7,4,N,N,1,99.9,1,39,4,4,3,5,N,6,36,1,23,821,24,N,N,N,<Null>,<Null>,<Null>,17,51,234,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1980,1,1,0,0,6,0,<Null>,Y,N,14410,2041,0,N,42,P,4,412.2,Pittsburgh
959,42,2459,1,5,0,0,0,11,3,61000,SAW MILL RUN CREEK',<Null>,TIMBERLAND AV',301113 OFF RT 51 S',99.99,0,0,<Null>,<Null>,40243757,80001942,3,3,4,4,19,1909,1,0,30,2010,4,6.1,0,0,0,0,0,0,0,2,0,0,0,K,1,5,1,0,0,0,1,0,3.7,8.8,9.8,0,0,3.7,4.3,99.99,N,0,N,0,0,1,1,3,4,N,0,0,0,0,0,4,N,0,3,5,31,1,10,1021,24,N,N,N,<Null>,<Null>,<Null>,8,25,107,<Null>,<Null>,0,<Null>,0,N,3,<Null>,0,0,0,1,6,0,0,1,0,<Null>,Y,3,35,2030,0,N,42,P,1,42.14,Pittsburgh
960,42,2460,1,5,0,0,2,11,3,61000,HILLSIDE',<Null>,TROY HILL RD',301114 TROY HILL ROAD',99.99,0,0,<Null>,<Null>,40272880,79591672,3,3,4,4,19,1965,1,0,1000,2020,0,8.2,0,0,0,0,1,0,0,5,N,0,0,A,5,0,2,1,0,0,3,0,8.1,5.8,15.8,0,2.7,3.5,6.9,99.99,N,0,N,0,0,5,5,5,N,N,0,74.4,0,44.5,5,2,N,5,N,5,35,2,16,920,24,N,N,N,<Null>,<Null>,<Null>,5,20,71,<Null>,<Null>,0,<Null>,0,N,1,<Null>,0,0,0,1,6,0,0,5,0,<Null>,Y,N,11000,2040,0,N,42,F,5,109.02,Pittsburgh
961,42,2461,1,5,1,0,0,11,3,61000,N-S RR /PAT/SASSAFRAS ST',<Null>,TWENTY EIGHTH ST',301115 28 ST BR PGH & PAT',4.14,0,0,<Null>,<Null>,40272147,79582405,5,3,4,4,19,1931,2,8,6500,2004,5,6.7,0,0,0,0,0,0,0,2,N,0,0,P,5,4,3,10,3,2,1,4,6.7,64,96,1.5,1.5,6.7,7.5,4.14,H,4.55,H,99.9,0,5,4,6,N,N,1,32.7,1,19.1,4,2,6,2,N,5,35,2,94,1020,24,Y12,N,Y06,1021,<Null>,1021,64,190,869,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1974,1,6,0,1,5,0,<Null>,Y,N,7150,2019,0,N,42,P,4,720,Pittsburgh
962,42,2462,1,3,6,0,0,11,3,61000,NORFOLK SOUTHERN R/R',<Null>,WEST OHIO ST',301118 AT WEST PARK',99.99,0,0,<Null>,<Null>,40270575,80003851,3,3,27,27,16,1903,4,0,6896,2022,2,14.6,3,22,0,0,0,0,0,2,N,0,0,K,5,2,3,10,0,0,1,0,7,20.4,21,4.4,4.4,14,15.2,99.99,R,5.52,R,0,0,3,2,4,N,N,2,3.6,2,0.9,0,0,0,0,N,6,31,1,21,620,24,Y24,N,N,620,<Null>,<Null>,93,273,1251,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1958,1,6,0,0,5,0,<Null>,Y,N,10000,2030,0,N,42,P,2,319.2,Pittsburgh
963,42,2463,1,5,7,0,0,11,3,61000,I-376 WB (PARKWAY EAST)',<Null>,WOOD ST',301120 WOOD STREET BRIDGE',99.99,0,0,<Null>,<Null>,40261429,80000967,3,3,4,4,19,1939,4,3,5000,2020,5,11,0,0,1,1,0,0,0,5,N,0,0,A,5,1,3,3,0,0,1,0,4.6,20.4,21.3,0.2,3,17.7,29,99.99,H,4.48,H,0.6,1.1,7,7,6,N,N,1,50.8,1,29.9,6,6,3,5,N,8,35,2,20,1220,24,Y24,N,N,1220,<Null>,<Null>,44,128,588,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2002,1,1,0,1,6,0,<Null>,Y,N,5000,2037,0,N,42,F,6,617.7,Pittsburgh
964,42,2464,1,5,0,0,0,11,3,61000,I-376(WB) FORT PITT BLVD',<Null>,MARKET ST',301121 MARKET ST OV PKWY',99.99,0,0,<Null>,<Null>,40261657,80001596,3,3,4,4,19,1940,2,4,2824,2020,5,30.5,3,0,1,1,0,0,0,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,20.7,22.3,0.2,0.2,18.9,23.8,99.99,H,5,H,0.5,0.7,7,7,6,N,N,3,69.9,3,53.5,6,9,3,5,N,7,<Null>,<Null>,21,1220,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2002,1,1,0,1,6,0,<Null>,Y,N,4000,2037,0,N,42,F,6,530.74,Pittsburgh
965,42,2466,1,5,1,0,0,11,3,61000,RAVINE',<Null>,SYCAMORE ST',301123 SYCAMORE ST (PGH)',99.99,0,0,<Null>,<Null>,40255018,80000758,8,3,4,4,19,1984,2,0,1700,2021,5,8.5,0,0,0,1,0,0,0,5,N,0,0,A,5,0,4,2,0,0,2,0,8.5,35.4,57.9,1.7,0.2,8.5,11.4,99.99,N,0,N,0,0,6,6,6,N,N,1,68.9,1,41.7,6,5,N,5,N,4,<Null>,<Null>,58,1021,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,6,0,1,5,0,<Null>,Y,N,1870,2041,0,N,42,F,6,660.06,Pittsburgh
966,42,2467,1,5,0,0,0,11,3,61000,HILLSIDE',<Null>,GOETTMAN ST',301125 GOETTMAN STREET',99.99,0,0,<Null>,<Null>,40273132,79591366,2,3,4,4,19,1950,1,0,180,2021,0,7,0,0,0,0,0,0,0,5,N,0,0,A,1,0,2,4,0,0,4,0,4.9,9.1,36.9,0,0.2,4.9,5.3,99.99,N,0,N,0,0,6,6,5,N,N,2,72.6,2,39,5,2,N,5,N,5,35,2,37,621,24,N,N,N,<Null>,<Null>,<Null>,11,65,147,<Null>,<Null>,0,<Null>,0,N,3,<Null>,0,0,0,1,6,0,0,2,0,<Null>,Y,N,200,2043,0,N,42,F,5,195.57,Pittsburgh
967,42,2468,1,5,0,0,0,11,3,61000,ALLEGHENY VALLEY RR',<Null>,LARIMER AV',301130 OVER ALLEGH VAL RR',99.99,0,0,<Null>,<Null>,40280391,79542766,3,3,4,4,19,1904,2,0,8000,2021,9,9.1,0,0,0,1,0,0,0,5,N,0,0,A,5,2,3,2,0,0,1,0,9.1,36.3,37.8,1.3,1.3,9.1,13.4,99.99,R,5.92,R,0,0,7,7,6,N,N,1,98.9,1,59,6,3,3,5,N,8,<Null>,<Null>,38,821,24,N,N,N,<Null>,<Null>,<Null>,3,25,35,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,1989,1,1,0,1,5,0,<Null>,Y,N,8800,2041,0,N,42,F,6,506.52,Pittsburgh
968,42,2469,1,5,1,0,0,11,3,61000,IRWINS RUN',<Null>,HILLBURNE ST',200 FT SW of SR 0885',99.99,0,0,<Null>,<Null>,40225968,79555296,159,3,4,4,19,1995,2,0,10,2021,5,7.6,0,0,0,0,<Null>,<Null>,<Null>,4,0,0,0,A,5,5,3,2,0,0,1,0,3.3,6.4,7.3,0.2,0.2,3.3,3.8,99.99,N,0,N,0,0,6,6,7,6,N,1,99.9,1,74.4,6,2,N,5,7,7,<Null>,<Null>,7,621,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,1,1,0,0,3,0,<Null>,Y,4,11,2043,0,N,42,F,6,27.74,Pittsburgh
969,42,2470,1,5,1,0,1,11,3,61000,PEDESTRIAN WALKWAY',<Null>,E LIBERTY(NB) BL',301831 E LIBERTY BLVD NB',99.99,0,0,<Null>,<Null>,40275326,79550785,2,3,4,4,19,1968,1,0,6635,2021,5,7.3,0,3,0,0,0,0,0,5,N,0,0,A,5,3,5,6,0,0,1,0,7.3,15.2,15.8,0,2.7,7.3,11.2,99.99,N,0,N,0,0,5,6,5,N,N,1,59,1,32.7,5,2,N,5,N,6,36,2,16,821,24,N,N,N,<Null>,<Null>,<Null>,5,19,70,<Null>,<Null>,0,<Null>,0,N,1,<Null>,0,0,0,1,6,0,0,5,0,<Null>,Y,N,6635,2043,0,N,42,F,5,176.96,Pittsburgh
970,42,2471,1,5,0,0,3,11,3,61000,PEDESTRIAN WALKWAY',<Null>,E LIBERTY(SB) BL',301931 E LIBERTY BLVD SB',99.99,0,0,<Null>,<Null>,40275269,79550832,2,3,4,4,19,1968,1,0,6635,2021,5,6.7,0,3,0,0,0,0,0,5,N,0,0,A,5,3,5,6,0,0,1,0,6.7,15.2,15.8,0,2.7,6.7,11.2,99.99,N,0,N,0,0,6,6,4,N,N,1,59,1,32.7,4,2,N,5,N,7,36,2,16,821,24,N,N,N,<Null>,<Null>,<Null>,7,34,91,<Null>,<Null>,0,<Null>,0,N,1,<Null>,0,0,0,1,6,0,0,5,0,<Null>,Y,N,7300,2041,0,N,42,P,4,176.96,Pittsburgh
971,42,2472,1,5,1,0,0,11,3,61000,EAST BUSWAY & N-S RR',<Null>,CENTRE AV',P50001 CENTRE AVE-EB0203',99.99,0,0,<Null>,<Null>,40271655,79563443,6,3,4,25,19,1979,2,0,5500,2006,5,12.2,0,35,0,1,0,0,0,5,N,0,0,A,5,2,4,2,0,0,3,0,12.2,34.4,68,2.7,2.7,12.2,18.3,99.99,R,8.92,H,99.9,0,6,6,3,N,N,1,89.8,1,54.4,3,5,9,5,N,8,35,2,68,520,24,N,N,Y03,<Null>,<Null>,821,23,89,307,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,1,0,1,5,0,<Null>,Y,N,6000,2030,0,N,42,P,3,1244.4,Pittsburgh
972,42,2473,1,3,1,380,0,11,3,61000,EAST BUSWAY N-S RR',<Null>,PENN AV',P50002 PENN AVE BRDG-EB03',99.99,7.215,1,20400,0,40273600,79551595,5,3,25,25,14,1981,5,0,19728,2022,5,18.3,2,32,1,0,1,1,1,5,N,0,0,A,5,2,4,2,0,0,2,0,18.3,18.9,38.4,3,2.5,18.3,25.1,99.99,R,6.64,H,0.2,0,6,5,4,N,N,1,59,1,35.4,4,2,3,5,N,8,<Null>,<Null>,38,520,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,1,0,1,2,0,<Null>,Y,N,51000,2028,0,N,42,P,4,963.84,Pittsburgh
