Original_row_number,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,Municipality
182,42,488,1,3,4,8,0,11,3,61000,N&S RR  S.MAIN ST. RIVER',<Null>,62nd Street Bridge',62nd Street Bridge',5.77,10.678,1,20008,0,40291850,79561448,6,3,1,1,14,1960,4,8,13887,2022,5,15.2,3,99,1,1,0,0,0,3,1,164,121.4,A,5,8,4,9,4,3,4,12,7.5,121.9,641.9,1.4,1.4,15.2,16.3,5.77,R,6.71,H,8.2,0,5,6,5,7,N,1,47.2,1,14.5,3,3,6,5,9,5,35,1,642,1020,24,Y24,Y60,N,1020,820,<Null>,492,1449,6641,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2008,1,1,0,1,4,0,1,Y,8,13300,2032,0,N,42,F,5,10462.97,Pittsburgh
183,42,491,1,3,1,8,1,11,3,24160,RT.28 RAILROAD LOCAL ST.',<Null>,SR 8 NB',62nd Street Bridge',4.6,10.678,1,20008,0,40294514,79562343,6,3,1,1,14,1960,2,5,16758,2022,5,5.8,0,99,1,1,1,1,1,5,N,0,0,A,6,4,3,2,0,0,11,0,6,26.8,235.3,0.2,0.2,6,7.1,4.6,H,5.23,H,2,1.5,7,7,5,N,N,1,44.5,1,26.3,5,2,5,5,N,8,35,2,239,1020,24,Y24,N,N,1020,<Null>,<Null>,102,299,1372,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,2008,1,1,0,1,10,0,<Null>,Y,N,12346,2032,0,N,42,F,5,1670.63,Sharpsburg Borough
184,42,492,1,3,7,8,3,11,3,24160,70 PAR 72 LOCAL RR',<Null>,SR 8 SB',62nd Street Bridge',4.44,10.678,1,20008,0,40294464,79562402,0,3,1,1,14,1960,1,21,16107,2022,5,6.4,0,99,1,1,1,1,1,5,N,0,0,A,6,4,3,2,0,0,11,0,6.7,25.9,212.8,0.2,0.2,6.4,7.5,4.44,H,4.6,H,0.6,0,7,7,5,N,N,1,41.7,1,25.4,5,5,3,5,N,8,35,2,218,1020,24,Y24,N,N,1020,<Null>,<Null>,77,226,1037,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,1985,1,1,0,1,9,0,<Null>,Y,N,12878,2032,0,N,42,F,5,1596,Etna Borough
185,42,495,1,3,1,8,0,11,3,69584,PINE CREEK',<Null>,RT 0008 NB SB',450S.OF SR 1013',99.99,13.061,1,20008,0,40303624,79564598,6,3,1,1,14,1925,4,0,32865,2022,5,15.2,2,45,0,1,0,0,0,5,0,0,0,A,5,5,1,11,0,0,1,0,15.3,21,33.8,1.6,1.3,15.3,18.9,99.99,N,0,N,0,0,N,5,5,6,N,0,49,0,32.7,5,3,N,5,6,8,35,2,34,1019,24,N,N,N,<Null>,<Null>,<Null>,19,55,253,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2007,N,N,N,N,10,0,<Null>,Y,4,25224,2032,0,N,42,F,5,638.82,Shaler Township
186,42,496,1,3,1,8,0,11,3,69584,PINE CREEK NEAR FLOOD CH',<Null>,RT 0008 NB SB',NEAR INT WITH SAXONBURG B',99.99,13.061,1,20008,0,40304037,79564885,5,3,1,1,14,1925,4,0,32865,2022,5,17.4,2,5,0,1,0,0,0,5,0,0,0,A,5,5,1,11,0,0,1,0,17.1,20.4,20.4,1.2,1.2,17.5,20.1,99.99,N,0,N,0,0,N,5,6,8,N,0,49,0,32.7,5,5,N,5,6,8,<Null>,<Null>,36,1019,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2007,N,N,N,N,10,0,<Null>,Y,4,25224,2032,0,N,42,F,5,410.04,Shaler Township
187,42,497,1,3,1,8,0,11,3,69584,PINE CREEK',<Null>,RT 0008 NB SB',0.8 MI N OF SR 1013',99.99,14.848,1,20008,0,40311362,79570166,5,3,1,1,14,1912,4,0,21271,2021,5,13.4,0,30,0,1,1,0,0,5,0,0,0,A,5,5,1,11,0,0,1,0,13.4,19.2,19.2,1.1,1.2,13.4,16.5,99.99,N,0,N,0,0,N,5,5,5,N,0,49,0,32.7,5,2,N,5,6,8,35,1,19,1019,24,N,N,N,<Null>,<Null>,<Null>,48,142,650,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1958,N,N,N,N,9,0,<Null>,Y,4,22698,2032,0,N,42,F,5,316.8,Shaler Township
188,42,498,1,3,1,8,0,11,3,69584,PINE CREEK',<Null>,RT 0008 NB SB',150N.SPENCER LANE',99.99,16.291,1,20008,0,40314885,79571340,5,3,1,1,14,1933,4,0,21271,2021,5,14.6,0,30,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,14.7,17.1,18.3,0.8,1,14.6,17.3,99.99,N,0,N,0,0,6,6,5,6,N,1,42.6,1,25.4,5,2,N,5,6,7,35,2,18,1019,24,N,N,N,<Null>,<Null>,<Null>,17,50,228,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1959,1,6,0,0,9,0,<Null>,Y,5,22698,2032,0,N,42,F,5,316.59,Shaler Township
189,42,499,1,3,1,8,0,11,3,69584,PINE CREEK',<Null>,RT 0008 NB SB',250 S.E. OF SR 4060',99.99,17.5,1,20008,0,40321336,79574472,6,3,1,1,14,1933,4,0,21271,2021,5,18.3,2,30,0,1,1,1,1,5,0,0,0,A,5,5,5,6,0,0,1,0,18.4,16.8,17.4,0.2,0.9,18.4,20.7,99.99,N,0,N,0,0,6,8,6,5,N,1,89.8,1,36.3,6,5,N,5,6,7,<Null>,<Null>,18,1019,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1997,1,5,0,1,9,0,<Null>,Y,8,22698,2032,0,N,42,F,6,360.18,Shaler Township
190,42,501,1,3,1,8,0,11,3,32328,PINE CREEK',<Null>,RT 0008 NB SB',600SOUTH OF DUNCAN AVE.',99.99,19.554,1,20008,0,40332642,79573165,5,3,1,1,14,1959,2,0,21274,2022,5,14.6,0,38,0,1,1,1,1,5,0,0,0,A,5,5,5,5,0,0,1,0,14.6,25.6,27.7,1.5,1.5,14.6,18.6,99.99,N,0,N,0,0,8,8,6,6,N,1,99.9,1,76.2,6,9,N,5,6,8,31,1,28,1019,24,N,N,N,<Null>,<Null>,<Null>,110,324,1485,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2007,N,1,0,1,6,0,<Null>,Y,4,22831,2032,0,N,42,F,6,515.22,Hampton Township
191,42,502,1,3,1,8,0,11,3,32328,GOURDHEAD RUN',<Null>,RT 0008 NB SB',.5 MI. SOUTH OF SR 1010',99.99,20.464,1,20008,0,40335125,79572831,6,3,1,1,14,1931,4,0,23057,2022,5,14.3,0,45,0,1,1,0,1,5,0,0,0,A,5,5,3,2,0,0,1,0,14.3,13.7,14,2.8,1.3,18.3,19.3,99.99,N,0,N,0,0,8,8,7,7,N,1,99.9,1,77.1,7,5,N,5,9,7,31,1,15,1019,24,N,N,N,<Null>,<Null>,<Null>,52,152,697,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2010,1,1,0,1,6,0,<Null>,Y,5,17164,2032,0,N,42,G,7,270.2,Hampton Township
192,42,506,1,3,1,8,0,11,3,64528,SR 4068-RED BELT',<Null>,RT 0008 NB SB',RICHLAND OVER LR 02273',99.99,30.698,1,20008,0,40390345,79561143,0,3,1,1,14,1984,4,2,25100,2021,5,14.6,0,14,0,1,0,1,1,5,0,0,0,A,1,1,5,6,0,0,1,0,14.6,14.6,15.2,0.2,0.2,14.6,15.7,99.99,H,4.52,H,2.4,2.4,7,6,6,N,N,1,68.9,1,40.8,6,2,5,5,N,8,35,2,15,1019,24,N,N,N,<Null>,<Null>,<Null>,8,38,105,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,5,0,1,9,0,<Null>,Y,N,18691,2032,0,N,42,F,6,238.64,Richland Township
193,42,512,1,2,1,19,0,11,3,79304,BR.BRUSH RUN',<Null>,SR 0019',AT CIRCLE DRIVE',99.99,0,1,20019,0,40182411,80053798,6,3,1,1,14,1940,4,0,24766,2022,5,20.4,0,30,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,20.7,5.5,6.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,0,49,0,32.7,7,N,N,5,6,8,35,2,5,1120,24,N,N,N,<Null>,<Null>,<Null>,12,35,160,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,N,N,N,N,6,0,<Null>,Y,5,28854,2032,0,N,42,G,7,124.44,Upper St. Clair Municipality
194,42,513,1,3,1,0,0,11,3,79304,SR 0019',<Null>,COUNTRY CLUB DR',COUNTRY CLUB RD OVER SR19',99.99,0,0,<Null>,<Null>,40193820,80043228,0,3,1,1,19,1940,2,8,624,2022,5,7.9,0,30,0,1,1,1,0,5,N,0,0,A,5,1,1,7,0,0,1,0,7.3,17.7,21.9,2.4,2.4,7.3,11.7,99.99,H,7.14,H,9.8,0,7,7,7,N,N,0,49,0,32.7,7,4,9,5,N,8,35,1,22,521,24,N,N,N,<Null>,<Null>,<Null>,21,63,287,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2010,1,1,8,0,8,0,<Null>,Y,N,1113,2032,0,N,42,G,7,256.23,Upper St. Clair Municipality
195,42,514,1,2,1,19,0,11,3,79304,SR 3004 MCMURRAY RD',<Null>,SR 0019 NB SB',OVER SR 3004',99.99,3.714,1,20019,0,40195464,80041147,3,3,1,1,14,1940,4,3,27132,2022,5,16.5,0,38,0,1,0,1,1,5,N,0,0,A,5,1,3,2,0,0,1,0,16.5,21.9,23.5,0.2,0.2,16.5,17.5,99.99,H,4.42,H,1.7,0,7,7,7,N,N,1,99.9,1,90.7,7,4,3,5,N,8,<Null>,<Null>,23,1120,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1997,1,1,0,1,3,0,<Null>,Y,N,32549,2032,0,N,42,G,7,411.25,Upper St. Clair Municipality
196,42,524,1,2,1,19,1,11,3,61000,SR 0376 EB-WB',<Null>,SR 0019 NB',350S.W.OF FT.PITT TUNNEL',99.99,15.08,1,20019,0,40254360,80014687,2,3,1,1,14,1953,2,10,10726,2022,5,13.4,0,11,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,13.4,20.7,67.1,0.2,0.2,13.4,14.4,99.99,H,7.71,H,1.5,2.7,7,7,7,N,N,1,77.1,1,46.3,7,9,3,5,N,8,35,2,67,1120,48,N,N,N,<Null>,<Null>,<Null>,25,140,336,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,2015,1,3,0,1,10,0,<Null>,Y,N,10796,2032,0,N,42,G,7,966.24,Pittsburgh
197,42,526,1,2,1,19,3,11,3,61000,SR 0376  EB-WB',<Null>,SR 0051 SB',400S.W.OF FT.PITT TUNNEL',99.99,14.849,1,20019,0,40253170,80015259,2,3,1,1,14,1953,2,10,16674,2022,5,11,0,14,0,1,1,0,1,5,N,0,0,A,5,1,4,2,3,2,2,2,9.3,18.3,55.8,1.2,0.2,9.3,12.1,99.99,H,4.37,H,0.8,2.7,7,6,7,N,N,1,83.5,1,49.9,6,4,3,5,N,8,35,2,56,1120,24,N,N,N,<Null>,<Null>,<Null>,22,109,299,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,2015,1,3,0,0,6,0,<Null>,Y,N,15710,2032,0,N,42,F,6,675.18,Pittsburgh
198,42,531,1,3,1,51,3,11,3,61000,SAW MILL RUN',<Null>,SAW MILL RUN BL',19&51 SB @ W.END CIRCLE',99.99,32.552,1,20051,0,40260000,80010000,3,3,1,1,14,1950,2,0,3519,2022,5,7.6,0,55,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,4.9,19.5,19.5,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,5,0,49,0,32.7,5,N,N,5,9,8,<Null>,<Null>,21,621,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,0,N,N,N,N,5,0,<Null>,Y,8,8088,2032,0,N,42,F,5,148.2,Pittsburgh
199,42,533,1,2,1,19,0,11,3,61000,65 NB&SB RAMP H & RAMP C',<Null>,SR 19',West End Bridge',5.49,16.93,1,20019,0,40265090,80013600,5,3,1,1,12,1991,4,10,37520,2022,5,12.2,0,99,1,0,1,1,1,5,N,0,0,A,1,4,4,2,0,0,8,0,12.3,41.1,244.8,0.2,0.2,12.3,13.6,5.49,H,4.62,H,1,1,7,7,6,N,N,1,58.1,1,34.5,6,2,3,5,N,8,35,2,245,320,24,N,N,N,<Null>,<Null>,<Null>,82,242,1108,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,1,0,1,6,0,<Null>,Y,N,30107,2032,0,N,42,F,6,3329.28,Pittsburgh
200,42,535,1,2,1,19,0,11,3,61000,OHIO RIVER  CSX RR',<Null>,West End Bridge',West End Bridge',4.44,16.93,1,20019,0,40263980,80014150,5,3,1,1,12,1930,4,0,37520,2022,5,12.2,0,99,1,1,1,1,1,5,1,999.7,9999.9,A,5,7,3,12,3,10,1,3,12.4,237.7,372.2,2.3,2.3,12.4,13,4.44,R,7.32,H,10.3,0,6,5,6,5,N,1,45.4,1,38.1,5,2,9,5,9,8,35,2,372,521,24,Y24,Y60,N,521,819,<Null>,49,143,657,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1991,1,1,0,1,6,0,2,Y,8,30107,2032,0,N,42,F,5,4838.6,Pittsburgh
201,42,538,1,2,1,19,0,11,3,66264,SR 0279',<Null>,SR 0019',IVORY AVE INTERSECTION',99.99,23.73,0,<Null>,<Null>,40294760,80011206,2,3,1,1,16,1986,2,18,4682,2022,5,11.6,0,15,0,1,0,1,1,5,N,0,0,A,5,1,3,2,0,0,1,0,11.9,64,65.2,0.2,0.2,11.6,14.6,99.99,H,5.43,H,3,1.1,6,6,7,N,N,1,99.9,1,85.3,6,5,3,5,N,8,35,2,65,720,24,N,N,N,<Null>,<Null>,<Null>,15,44,203,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,6,0,<Null>,Y,N,7665,2032,0,N,42,F,6,951.92,Ross Township
202,42,539,1,2,1,19,0,11,3,45912,PINE CREEK',<Null>,SR 0019 NB SB',150 SOUTH OF PINE CR.RD.',99.99,34.807,0,<Null>,<Null>,40350910,80024005,2,3,1,1,16,1940,3,0,11017,2022,5,18,2,35,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,18,7.9,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,5,0,49,0,32.7,5,N,N,5,9,8,35,2,8,1120,24,N,N,N,<Null>,<Null>,<Null>,15,43,199,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,0,N,N,N,N,5,0,<Null>,Y,5,14985,2032,0,N,42,F,5,142.2,McCandless Township
203,42,547,1,2,1,22,0,11,3,55016,POTATO GARDEN RD.',<Null>,SR 0022 SH',761E.OF WASH.CO.LINE',99.99,0,1,20022,0,40253679,80174066,0,3,1,1,2,1964,4,2,22738,2022,5,18.3,2,20,0,1,1,1,1,5,N,0,0,A,1,1,5,6,0,0,4,0,8.9,19.8,79.2,0.2,0.2,18.3,19.5,99.99,H,4.37,H,21.3,0,6,6,6,N,N,1,68,1,40.8,6,5,5,5,N,8,35,2,79,1020,24,N,N,N,<Null>,<Null>,<Null>,78,229,1050,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,3,0,1,17,1,<Null>,Y,N,30626,2032,0,N,42,F,6,1544.4,Findlay Township
204,42,548,1,2,1,22,0,11,3,55016,OLD STEUBENVILLE PIKE',<Null>,RT 0022 EB WB',150N.OF SR3053',99.99,0.97,1,20022,0,40253782,80170555,6,3,1,1,2,1963,4,2,22738,2022,5,23.2,3,60,0,1,1,1,1,5,N,0,0,A,1,1,6,2,0,0,3,0,23.2,24.1,71.9,0.2,0.2,23.1,24.8,99.99,H,4.29,H,3,3.2,7,7,6,N,N,1,86.2,1,24.5,6,9,4,5,N,8,<Null>,<Null>,72,1020,24,N,N,N,<Null>,<Null>,<Null>,27,80,367,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2016,1,1,0,1,17,1,<Null>,Y,N,30626,2032,0,N,42,F,6,1783.12,North Fayette Township
205,42,549,1,2,1,22,0,11,3,55016,TWP RD 873  PARTRIDGE LN',<Null>,RT 0022 EB WB',OVER T 873',99.99,3.978,1,20022,0,40260418,80150858,6,3,1,1,12,1964,4,2,26943,2022,5,24.4,3,17,0,1,1,1,1,5,N,0,0,A,1,1,5,6,0,0,1,0,26.8,10.7,11.9,0.2,0.2,25.5,26.1,99.99,H,4.57,H,2.1,0,7,7,7,N,N,1,68,1,39,7,9,4,5,N,8,<Null>,<Null>,11,1020,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,1,1,0,1,13,1,<Null>,Y,N,17626,2032,0,N,42,G,7,310.59,North Fayette Township
206,42,550,1,2,1,22,0,11,3,55016,SR 0978',<Null>,RT 0022 EB WB',OVER US 30 & TR 978',99.99,5.127,1,20022,0,40262143,80141537,3,3,1,1,12,1966,5,4,24300,2021,5,27.4,2,28,0,1,1,1,1,5,N,0,0,A,1,1,3,2,3,2,1,2,15.2,25.9,48.8,0.2,0.2,27.4,29.3,99.99,H,4.5,H,6,0,6,6,6,N,N,1,89.8,1,53.5,6,9,6,5,N,8,35,2,49,1020,24,N,N,N,<Null>,<Null>,<Null>,25,74,339,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2002,1,1,0,0,13,1,<Null>,Y,N,24650,2032,0,N,42,F,6,1429.84,North Fayette Township
207,42,551,1,2,1,22,0,11,3,55016,OAKDALE ROAD SR 3063',<Null>,RT 0022 EB WB',OVER OAKDALE ROAD',99.99,7.178,1,20022,0,40261206,80123753,5,3,1,1,12,1964,5,2,24300,2021,5,12.5,2,45,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,12.5,21.3,50.6,0.2,0.2,12.5,29,99.99,H,4.34,H,2.4,0,7,7,7,N,N,1,88,1,52.6,7,2,5,5,N,8,<Null>,<Null>,51,1020,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2003,1,1,0,1,13,1,<Null>,Y,N,24650,2032,0,N,42,G,7,1467.4,North Fayette Township
208,42,552,1,2,1,22,0,11,3,55016,SR 3103- Mckee Road',<Null>,RT 0022 EB WB',OVER SR 3103 (McKee Road)',99.99,9.326,1,20022,0,40261949,80113057,3,3,1,1,12,1964,4,2,24300,2021,5,26.8,2,0,0,0,0,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,26.8,21.3,42.7,0.2,0.2,26.8,27.1,99.99,H,4.85,H,10.1,2.7,7,7,6,N,N,1,58.1,1,34.5,6,9,7,5,N,8,35,2,43,1020,24,N,N,N,<Null>,<Null>,<Null>,38,111,510,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2015,1,3,0,1,13,1,<Null>,Y,N,24650,2032,0,N,42,F,6,1157.17,North Fayette Township
209,42,555,1,2,1,22,0,11,3,65352,SR 0376 EB WB',<Null>,SR 22/30',SR 0022/30 OVER SR 0376',99.99,11.33,1,20022,0,40265006,80095775,3,3,1,1,12,1950,5,6,24300,2021,5,23.2,2,14,0,1,1,0,1,5,N,0,0,A,1,1,3,2,3,2,1,2,23.2,26.5,45.7,0.2,1.1,23.2,25.9,99.99,H,4.62,H,1.1,1.1,5,5,6,N,N,1,47.2,1,28.1,5,5,3,5,N,8,35,1,46,1020,24,N,N,N,<Null>,<Null>,<Null>,41,121,555,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,2010,4,6,0,1,13,0,<Null>,Y,N,24650,2032,0,N,42,F,5,1183.63,Robinson Township
210,42,557,1,1,1,376,0,11,3,65352,MCMICHAEL ROAD',<Null>,PARKWAY WEST',AT INT W/ MCMICHAEL ROAD',99.99,20.63,1,20376,0,40254854,80080681,3,3,1,1,11,1951,5,2,49873,2022,6,27.4,3,0,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,14.3,14.9,32.6,0.2,0.2,27.7,28.8,99.99,H,4.27,H,9.5,0,7,5,6,N,N,1,59.9,1,35.4,5,9,4,5,N,8,35,1,33,721,24,N,N,Y06,<Null>,<Null>,721,72,213,975,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,1981,1,3,0,1,9,1,<Null>,Y,N,67853,2032,0,N,42,F,5,938.88,Collier Township
211,42,565,1,2,1,22,0,11,3,50528,THOMPSON RUN',<Null>,US 0022 EB WB',AT TR 286 EXIT RAMP',99.99,13.81,1,20022,0,40254338,79433824,16,3,1,1,14,1943,6,0,38644,2020,5,9.8,3,45,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,13.4,8.8,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,49,0,32.7,6,N,N,5,9,8,35,2,17,1020,24,N,N,N,<Null>,<Null>,<Null>,62,183,839,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,1992,N,N,N,N,11,0,<Null>,Y,5,39923,2032,0,N,42,F,6,86.24,Monroeville Municipality
212,42,566,1,2,1,22,0,11,3,50528,ABERS CREEK',<Null>,US 0022 EB WB',NEAR TR 286 EXIT RAMP',99.99,14.668,1,20022,0,40253780,79431976,0,3,1,1,14,1943,5,0,29233,2020,5,19.8,2,24,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,19.8,11.9,11.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,49,0,32.7,6,N,N,5,9,8,35,2,12,1020,24,N,N,N,<Null>,<Null>,<Null>,22,66,302,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,0,N,N,N,N,12,0,<Null>,Y,5,28923,2032,0,N,42,F,6,235.62,Monroeville Municipality
213,42,570,1,5,1,0,0,11,3,61000,PA 28 EB&WB RAMP H EB',<Null>,CHESTNUT ST',301131 NEAR HEINZ PLANT',99.99,0,0,<Null>,<Null>,40271650,79593932,3,3,4,4,19,1988,4,6,5000,2020,5,15.2,0,7,1,0,1,1,1,5,N,0,0,A,5,1,4,2,0,0,2,0,15.2,24.1,46,1.7,1.7,15.2,20,99.99,H,4.69,H,2.6,2.6,7,7,7,N,N,1,63.5,1,38.1,7,3,3,5,N,8,<Null>,<Null>,47,620,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,2017,1,3,0,1,5,0,<Null>,Y,N,5500,2037,0,N,42,G,7,920,Pittsburgh
214,42,572,1,3,1,28,3,11,3,61000,MADISON AVENUE CITY PGH',<Null>,SR 0028 SB',SR 28 WB OVER MADISON A.',99.99,0.571,1,20028,0,40300000,80000000,2,3,1,1,12,1986,2,2,7220,2022,5,12.8,1,25,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,12.8,28,28,0.2,0.2,12.8,13.9,99.99,H,4.38,H,3.7,1.8,7,7,7,N,N,1,97.1,1,58.1,7,8,3,5,N,8,<Null>,<Null>,36,420,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,L,1,<Null>,1,0,<Null>,1,1,0,1,3,0,<Null>,Y,N,27965,2032,0,N,42,G,7,389.2,Ross Township
215,42,580,1,3,1,28,1,11,3,49920,BRIDGE ST.',<Null>,SR 28 NB',SR 28 N.B. OVER BRIDGE ST',99.99,4.075,1,20028,0,40290000,79583000,0,3,1,1,12,1962,2,2,26192,2022,5,8.2,0,99,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,11.6,21.9,23.2,0.2,0.2,11.6,12.7,99.99,H,4.24,H,1.8,0,7,6,6,N,N,1,91.6,1,54.4,6,6,3,5,N,8,<Null>,<Null>,23,420,24,N,N,N,<Null>,<Null>,<Null>,0,0,0,<Null>,<Null>,0,<Null>,0,N,1,<Null>,1,0,2012,1,1,0,1,7,0,<Null>,Y,N,35593,2032,0,N,42,F,6,294.64,Millvale Borough
