COG,Municipality,Year,Real.Estate.Taxes,Occupation.Taxes,Residence.Taxes,Regional.Asset.District.Sales.Tax,Per.Capita.Taxes,Real.Estate.Transfer.Taxes,Earned.Income.Taxes,Business.Gross.Receipts.Taxes,Occupation.Taxes.Act.511,Local.Services.Tax,Amusement.Admission.Taxes,Mechanical.Device.Taxes,Other.Taxes.1,Other.Taxes.2,Total.Taxes,A.O.Licenses.Permits,Cable.TV.Franchise.Fees,Fines.and.Forfeits,Interest.Earnings,Rents.and.Royalties,Federal.Grant.Highway.n.Streets,Federal.Grant.Community.Dev,A.O.Federal.Op.Grants,Federal.Revenue.National.Forest,A.O.Federal.Revenue,Federal.Payments.in.Lieu.of.Taxes,PA.Grant.Highways.and.Streets,PA.Grant.Community.Dev,PA.Recycling.Act.101.Revenue,A.O.State.Operating.Grants,PURTA.Revenue,MV.Fuel.Tax.n.State.Road,Alcoholic.Beverage.Licenses,Pension.System.State.Aid,Foreign.Fire.Insurance.Tax,Local.Gaming.Proceeds,Marcellus.Shale.Impact.Fee,A.O.State.Revenues,PA.Payments.in.Lieu.of.Taxes,Local.Grant.Highways.and.Streets,A.O.Local.Capital.and.Operating.Grants,Payments.for.Contracted.Services,Local.Payments.in.Lieu.of.Taxes,Charges.General.Government,Charges.Public.Safety,Charges.Parking,A.O.Charges.Highway.n.Street,Charges.Wastewater.Sewage,Charges.Solid.Waste,Host.Benefit.Fee.for.Waste.Facility,A.O.Charges.for.Sanitation,Charges.Health.Services,Charges.Human.Services,Charges.Culture.and.Recreation,Charges.Airports,Charges.Bars,Charges.Cemeteries,Charges.Electric.System,Charges.Gas.System,Charges.Housing.System,Charges.Markets,Charges.Transit.Systems,Charges.Water.Systems,A.O.Charges.for.Service,Special.Assessments,Escheats,Donations.Private.Sectors,Fiduciary.Fund.Pension.Contributions,A.O.Unclassified.Operating.Revenues,Proceeds.of.General.Fixed.Asset,Interfund.Operating.Transfers.Revenue,Proceeds.of.General.Long.Term.Debt,Proceeds.of.Short.Term.Debt,Refunds.of.Prior.Year.Expenditures,Total.Revenue,Legislative.Body.Expend,Manager.or.Mayor,Auditing.Services.Financial.Admin,Tax.Collection.Expend,Solicitor.Legal.Services.Expend,Secretary.Clerk,Other.Gen.Gov.Admin,IT.and.Data,Engineering.Services,General.Government.Buildings.n.Plant,Police,Fire,Ambulance.and.Rescue,UCC.and.Code.Enforcement,Planning.and.Zoning,Emergency.Management.n.Communications,Militia.and.Armories,Exam.of.Licensed.Occupations,Public.Scales.Weights.Measures,Other.Public.Safety,Total.Public.Safety,Health.and.Human.Services,Recycling.Collection.and.Disposal,Garbage.Collection.and.Disposal.Expend,Weed.Control,Wastewater.Sewage.Treatment.Expend,Admin.Highway.Streets.Expend,Cleaning.of.Streets.and.Gutters,Winter.Maintenance.and.Snow.Removal,Traffic.Control.Devices,Street.Lighting,Sidewalks.and.Crosswalks,Storm.Sewers.and.Drains,Repairs.of.Tools.and.Machinery,Maintenance.n.Repairs.Roads.Bridges,Highway.Construction.and.Rebuilding.Projects,Public.Works.Enterprises.Airports,Public.Works.Enterprises.Cemeteries,Public.Works.Enterprises.Electric.System,Public.Works.Enterprises.Gas.System,Public.Works.Enterprises.Markets,Public.Works.Enterprises.Parking,Public.Works.Enterprises.Flood.Control,Public.Works.Enterprises.Transit.System,Public.Works.Enterprises.Water.System,Public.Works.Enterprises.Water.Transport,Culture.Recreation.Admin.Expend,Participant.Recreation.Expend,Spectator.Recreation.Expend,Parks.Expend,Shade.Tree.Expend,Libraries.Expend,Civil.and.Military.Celebrations,Senior.Citizen.Centers,A.O.Culture.and.Recreation,Conservation.of.Natural.Resources,Community.Development.and.Housing,Economic.Development,Economic.Opportunity,A.O.Community.Development,Debt.Principal,Debt.Interest,Fiscal.Agent.Fees,Withholding.Taxes.n.Unemployment.Comp,Employer.Judgments.and.Losses,Pension.Retirement.Fund.Contributions,Worker.Compensation.Insurance,Other.Group.Insurance.Benefits,Insurance.Casualty.and.Surety,Fiduciary.Fund.Benefits.and.Refunds,A.O.Unclassified.Expenditures,Refund.of.Prior.Year.Revenues,Interfund.Operating.Transfers.Expend,A.O.Financing.Uses,Total.Expenditure,sum.code.enf,per.it.data,per.code.enf
NORTH HILLS,SHALER TWP,2016,4318451,0,0,501330,0,410397,4143931,0,0,181731,0,48100,0,0,9603940,1300,694728,49576,4900,156685,0,0,0,0,0,0,0,0,51886,0,10139,0,3650,185031,167939,0,3449,0,0,0,0,0,0,268292,80589,0,65337,0,0,0,21828,0,0,162302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8594,302267,0,0,506711,22820668,148620,255778,258605,174647,48154,0,0,69985,96764,180560,3848794,403111,132332,186529,3697,0,0,0,0,0,4574463,0,0,0,0,0,1383172,0,184483,30131,13793,0,535520,503427,1788150,0,0,0,0,0,0,0,0,0,8063,0,0,183491,0,638271,0,556849,40140,0,0,4290,0,0,0,0,0,4087,0,0,0,0,0,203396,105482,0,0,45416,65259,16682,21577176,190226,0.324,0.882
NORTH HILLS,SHALER TWP,2017,4298827,0,0,494681,0,465832,4160946,0,0,235631,0,18750,0,0,9674667,1290,709967,57030,11567,163296,0,0,0,0,0,0,0,0,55864,0,9374,0,3950,200800,154113,0,3382,0,0,0,0,0,0,163104,324299,0,69114,0,0,0,30206,0,0,159165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6986,290742,0,0,449246,25674608,136138,284262,277705,188686,47343,0,0,67026,113140,210158,4181728,434891,189986,180419,4184,0,0,0,0,0,4991208,0,0,0,0,0,1349438,0,170081,26174,16835,0,367240,351503,1446211,0,0,0,0,0,0,0,0,0,48027,0,0,199067,0,579699,0,557673,31487,0,0,11290,0,0,0,0,0,2747,0,0,0,0,0,40853,106506,0,0,54766,184200,5285,25266461,184603,0.265,0.731
NORTH HILLS,SHALER TWP,2018,4562513,0,0,504737,0,487120,4222864,0,0,183261,0,24200,0,0,9984695,2255,694908,68939,53685,180090,0,0,0,0,0,0,0,0,51387,0,9382,0,3950,337553,140556,0,15795,0,0,0,0,0,0,123014,49079,0,81288,0,0,0,32929,0,0,166814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5487,307093,0,0,310586,22726217,135103,298715,334849,75639,85097,0,0,49696,136091,181773,4297503,408221,147850,247110,5477,0,0,0,0,0,5106161,0,2400,0,0,0,1588357,0,237887,37425,3627,0,570274,399305,1314704,0,0,0,0,0,0,0,0,0,44299,0,0,208749,0,649508,0,631161,64304,0,0,4290,0,0,0,0,0,0,0,0,0,0,0,20229,112359,0,0,7767,171084,20839,25862020,252587,0.192,0.977
NORTH HILLS,SHALER TWP,2019,4414162,0,0,515846,0,512637,4493855,0,0,160384,0,3450,0,0,10100334,3175,667945,59680,87634,128948,0,0,0,0,0,0,0,0,62136,0,8706,0,4550,330395,153482,0,17500,0,0,0,0,0,0,171992,44895,0,79565,0,0,0,33229,0,0,171846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,452647,0,0,930659,28799490,186143,278023,325951,101075,60230,0,0,51708,153245,149950,4222199,395613,164237,236844,4087,0,0,0,0,0,5022980,0,2300,0,0,0,1538149,0,171141,20728,6504,0,764970,479969,1437207,0,0,0,0,0,0,0,0,0,35339,0,0,215784,0,652709,0,566071,49209,0,0,4290,0,0,0,0,0,0,0,0,0,0,0,5929,92962,0,0,98173,439996,50210,23048100,240931,0.224,1.045
NORTH HILLS,SHALER TWP,2020,5986111,0,0,490046,0,528508,4439461,0,0,184530,0,9250,0,0,11637906,505,649129,55852,12637,126424,0,0,0,0,0,0,0,0,51501,0,9395,0,2750,443145,155062,0,15075,0,0,0,0,0,0,205716,25573,0,80983,0,0,0,21112,0,0,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,384509,0,0,369599,28319070,159820,302670,344613,66814,67639,0,0,48889,137864,156945,4388067,348298,148104,192076,5796,0,0,0,0,0,5082341,0,3260,0,0,0,1533837,0,119692,28421,3338,0,777422,483725,1962851,0,0,0,0,0,0,0,0,0,15063,0,0,208668,0,600739,0,561123,36376,0,0,4290,0,0,0,0,0,0,0,0,0,0,0,16136,87775,0,0,44963,1138463,50061,25251887,197872,0.194,0.784
NORTH HILLS,SHARPSBURG BORO,2006,615503,0,0,95923,0,17268,156947,196396,1,86672,0,80034,0,0,1248744,2730,44996,16687,2666,2430,0,0,0,0,0,0,0,0,0,132587,1554,0,3950,59585,0,0,0,0,17446,0,87122,0,0,1296,60656,31033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,19850,0,27503,0,0,3118491,23812,2586,19146,34887,32449,95454,2460,0,12060,31843,650821,39901,2110,537,0,0,0,0,0,23351,716720,0,0,0,0,0,143658,0,0,3070,2566,79087,11695,0,0,0,0,0,0,0,0,2345,0,0,0,0,138075,0,0,0,0,18000,0,0,16781,0,0,0,0,0,80025,43675,1250,0,0,0,0,0,53192,0,0,4631,11289,0,2695521,537,0,0.02
NORTH HILLS,SHARPSBURG BORO,2007,633714,0,0,104353,0,18977,161592,214674,0,79349,0,76650,0,0,1289309,2430,45947,24322,6362,2270,0,0,0,0,0,0,0,0,0,220899,1698,0,3350,48023,0,0,0,0,17207,0,25100,0,0,2682,49786,28864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106325,0,11543,0,0,0,0,0,3302316,27468,2288,17434,42500,36349,114503,3923,0,19665,33260,604452,42698,0,481,0,0,0,0,0,45035,692666,0,0,0,0,0,216715,0,0,2569,4238,0,18590,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,255819,0,0,0,102325,0,0,18826,0,0,0,0,0,83196,46524,1000,0,0,0,0,0,58733,0,0,7428,0,0,3325386,481,0,0.014
NORTH HILLS,SHARPSBURG BORO,2008,665948,0,0,110679,0,13649,175701,263100,0,54136,0,70849,0,0,1354062,3181,50867,30285,3490,2460,0,0,789,0,0,0,0,0,0,19514,1585,0,3350,44609,0,0,0,0,2095,0,94720,0,0,2118,38837,28455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000,0,8659,0,0,26583,0,0,3139390,30120,2243,24050,46481,26632,129716,2280,0,34138,31206,620351,19370,0,0,0,0,0,0,0,45129,684850,0,0,0,0,0,265669,0,0,3407,2970,0,12861,0,0,0,0,0,0,0,0,5700,0,0,0,0,25578,203884,0,0,0,18096,0,0,15506,0,0,0,0,0,94732,45627,1250,0,0,19118,0,0,58477,0,0,7380,0,0,3458099,0,0,0
NORTH HILLS,SHARPSBURG BORO,2009,713693,0,0,118004,0,15630,169306,250820,1,67370,0,49200,0,0,1384024,2536,56930,35534,1611,3410,0,0,0,0,0,0,0,0,0,6000,1734,0,3950,49072,0,0,0,0,17584,0,50406,0,0,2011,57696,23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,26600,0,4201,0,0,0,0,0,3286392,24595,2477,22096,57660,24502,143118,0,0,40195,29045,650207,37254,0,336,0,0,0,0,0,60210,748007,0,0,0,0,0,243501,0,0,4339,21660,0,32238,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,120643,0,0,0,21727,0,0,13985,0,0,0,0,0,68216,41631,1250,0,0,0,0,0,69743,0,0,0,0,0,2973083,336,0,0.011
NORTH HILLS,SHARPSBURG BORO,2010,712690,0,0,126530,0,22447,165925,216970,0,73123,0,52420,0,0,1370105,22090,61919,47825,447,435,0,0,19325,0,0,0,0,0,0,65300,1805,0,3000,54992,17649,0,0,0,1789,0,11475,0,0,2219,46019,25696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29650,0,959,0,0,60100,0,0,3492913,28726,2465,27646,44006,21503,137426,0,0,30843,33932,714495,34006,0,405,0,0,0,0,0,50601,799507,4370,0,0,0,0,334172,0,0,2823,63698,0,8769,0,0,0,0,0,0,0,0,294,0,0,0,0,0,49148,0,0,0,20000,0,0,18194,0,0,0,0,0,81952,41850,1250,0,0,0,0,0,62756,0,0,0,0,0,3064658,405,0,0.013
NORTH HILLS,SHARPSBURG BORO,2011,704551,0,0,132065,0,16246,152705,194767,0,67713,0,43600,0,0,1311647,14930,63811,36472,287,3435,0,0,0,0,0,0,0,0,0,7311,1726,0,3200,73680,26021,0,0,0,0,0,40532,0,0,2080,35524,28405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300,0,3098,100,90000,1355744,0,0,4626829,28076,2358,23091,46525,31720,115191,0,0,23300,59049,764767,43348,0,0,0,0,0,0,0,66687,874802,3530,0,0,0,0,235355,0,0,3057,59162,0,13599,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,49315,0,0,0,20097,0,0,16701,0,0,0,0,0,1409039,41687,3750,0,0,0,0,0,48640,0,0,0,0,0,4480478,0,0,0
NORTH HILLS,SHARPSBURG BORO,2012,749638,0,0,139859,0,17636,244837,198875,0,63434,0,45100,0,0,1459379,36298,63289,29600,211,3445,0,0,42459,0,0,0,0,0,0,35000,1592,0,2900,64370,14778,0,68,0,1790,0,63622,0,0,2885,34087,29434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31150,0,861,300,0,0,0,0,3880500,26345,2304,33585,40814,34793,118579,0,0,23512,36467,784987,49874,0,36315,0,52265,0,0,0,49920,973361,0,0,0,0,0,195424,0,0,2743,1755,0,7959,0,0,0,0,0,0,0,0,327,0,0,0,0,0,132322,0,0,0,20000,0,0,18946,0,0,0,0,0,101194,32462,0,0,0,0,0,0,54774,0,0,0,0,0,3278329,36315,0,1.108
NORTH HILLS,SHARPSBURG BORO,2013,726552,0,0,137609,0,16223,252365,217431,0,70715,0,37500,0,0,1458395,40565,66642,36461,135,3495,0,0,0,0,0,0,0,0,0,0,1655,0,3850,73803,16626,0,124,0,25000,0,0,0,0,2651,32301,27010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36150,0,0,0,0,0,2.00E+05,0,3768263,28844,2406,26466,72467,30256,125531,0,0,18924,46806,808015,60065,120,32045,250,3775,0,0,0,45488,949758,2815,0,0,0,0,225832,0,0,2782,2043,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,51807,0,0,0,30200,0,0,13943,0,0,0,0,0,305594,28513,0,0,0,0,0,0,38940,0,0,0,0,0,3427484,32295,0,0.942
NORTH HILLS,SHARPSBURG BORO,2014,750697,0,0,144250,0,23003,255583,211866,0,69721,0,35950,0,0,1491070,16555,67007,32046,34,3445,0,0,0,0,0,0,0,0,0,0,1630,0,2850,73581,15809,0,172,0,27763,0,7368,0,0,3414,30947,24477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50100,0,7190,0,90000,30645,0,0,3770503,29308,2573,27743,54339,42983,131212,0,0,20555,45804,879921,58010,0,0,23501,0,0,0,0,84413,1045845,2520,0,0,0,0,256433,0,0,2214,19276,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,66839,0,0,0,25000,0,0,14345,0,0,0,0,0,111599,26523,0,0,0,0,0,0,31939,0,0,0,0,0,3538857,23501,0,0.664
NORTH HILLS,SHARPSBURG BORO,2015,794334,0,0,148503,0,46115,239523,205496,0,66974,0,35600,0,3924,1540469,19170,66367,27979,43,4850,0,0,0,0,0,0,0,0,0,352048,1546,0,2850,74496,16106,0,320,0,0,0,0,0,6713,44505,41287,46680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31281,0,0,775,16211,0,0,9768,4054610,28512,2293,6200,47334,31479,95545,72207,2328,11936,40967,907039,75109,0,54180,5137,0,0,0,0,0,1041465,0,0,0,0,0,195872,0,5418,21050,0,0,0,28337,31802,0,0,0,0,0,0,16321,0,0,0,0,42478,0,0,0,0,378728,3000,0,0,0,0,0,0,0,104600,25489,0,0,0,0,0,0,67788,0,0,0,41480,0,3823832,59317,0.061,1.551
NORTH HILLS,SHARPSBURG BORO,2016,761782,0,0,142982,0,19724,270537,246464,0,66320,0,30450,0,0,1538259,43630,66233,28515,46,3615,0,0,0,0,0,0,0,0,0,2796,1591,0,2850,78744,15997,0,335,0,0,0,0,0,2639,55047,40709,38264,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65850,0,0,1066,18647,0,0,3083,3800482,21080,1730,17066,51613,5608,31067,89809,19479,5426,27742,874246,88968,250,58017,331,0,0,0,0,0,1021812,0,0,0,0,0,335310,0,0,9013,2346,0,0,17167,57979,0,0,0,0,0,0,12594,0,0,0,0,69288,0,0,0,0,36911,28898,0,0,0,0,0,0,0,105606,19711,0,2259,0,0,0,0,53533,0,0,569,0,0,3758182,58348,0.518,1.553
NORTH HILLS,SHARPSBURG BORO,2017,762980,0,0,145236,0,42844,279630,275874,0,73333,0,29550,0,0,1609447,16610,66690,26821,1324,460,0,0,0,0,0,0,0,0,0,163081,1397,0,2850,78000,14666,0,328,0,0,0,0,0,6084,67262,67784,38053,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52572,0,0,0,75311,0,0,3118,4885512,19198,1142,9247,57595,11729,35225,87325,4950,37084,18068,954676,85150,0,70339,9652,0,0,0,0,0,1119817,0,0,0,0,0,297121,6176,366,21075,6255,0,0,5439,29170,0,0,0,0,0,0,14624,0,0,0,0,229723,0,0,0,0,30544,31717,0,0,0,0,0,0,0,28277,16820,0,10462,0,0,0,9332,28712,0,0,8414,0,0,5656055,79991,0.088,1.414
NORTH HILLS,SHARPSBURG BORO,2018,761085,0,0,150393,0,97330,297184,270377,0,76654,0,27100,0,0,1680123,40300,63519,31629,4308,9460,0,0,0,0,0,0,0,0,0,2555,1384,0,2850,82348,13284,0,495,0,0,0,0,0,6186,61983,57424,47485,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31221,0,0,642,15931,0,0,3733,3650888,21539,2231,10111,44350,10907,37806,63581,2400,15028,23993,982985,94807,0,58994,69169,0,0,0,0,0,1205955,0,0,0,0,0,341257,9157,0,8199,29221,0,0,9236,58250,0,0,0,0,0,0,15633,0,0,0,0,48090,0,0,0,0,31348,23667,0,0,0,0,0,0,0,115304,21807,400,17332,0,0,0,11728,38503,0,0,26520,0,0,3795258,128163,0.063,3.377
NORTH HILLS,SHARPSBURG BORO,2019,846915,0,0,158842,0,49879,331546,273586,0,85025,0,31100,0,0,1776893,19410,61794,48309,4592,2960,0,0,0,0,0,0,0,0,0,63825,1415,0,2450,87321,14256,0,548,0,0,0,0,0,5936,68058,64683,18084,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,0,0,0,22728,0,0,0,3894056,22687,2008,10719,48872,11395,40138,86116,2539,53932,32556,982958,75919,198,72600,4146,0,0,0,0,49797,1185618,0,0,0,0,0,359267,2714,0,7681,20647,0,0,13015,30000,0,0,0,0,0,0,17312,0,0,0,0,117640,0,0,0,0,30621,55369,0,0,0,0,0,0,0,125489,22128,0,0,0,0,0,9090,28010,0,0,2335,0,0,3801374,76746,0.067,2.019
NORTH HILLS,SHARPSBURG BORO,2020,936625,0,0,160674,0,40116,315455,218389,0,77102,0,0,0,0,1748361,49670,60123,38902,1246,410,0,0,80000,0,0,0,0,0,0,1404,1585,0,2850,61151,14812,0,471,0,0,0,0,0,1709,58331,59736,10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17400,0,0,0,5000,0,0,23214,4757553,18644,698,3639,89385,7094,41094,92899,4902,206659,79317,992099,121826,10000,78308,4956,0,0,0,0,36791,1243980,0,0,0,0,0,363809,0,9810,17337,0,0,0,11964,0,0,0,0,0,0,0,13576,0,0,0,0,26460,0,0,0,0,29892,1231,0,0,0,0,0,0,0,133870,17908,0,0,0,0,0,42166,28193,0,0,0,0,0,4673310,83264,0.105,1.782
SOUTH HILLS,SOUTH FAYETTE TWP,2006,3384393,0,0,220264,0,379536,1594741,0,0,28173,0,17400,0,0,5624507,49527,99923,47752,58372,1164,0,0,0,0,0,0,0,0,9034,0,8540,0,3200,182223,0,0,0,0,89104,0,0,0,0,34717,99388,49159,17315,0,5506,0,0,0,0,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,7590,0,0,0,30834,8963290,38994,364087,0,76304,40752,0,0,0,119562,51827,1825830,382945,0,105343,8537,0,0,0,0,0,2322655,7440,0,662469,0,0,1000831,3944,23004,30177,0,0,23804,36521,6107,0,0,0,0,0,0,0,0,0,0,0,81275,0,0,190460,0,63899,0,0,0,0,0,0,0,0,410000,0,1060,2680,0,0,190085,0,27833,0,4083,37635,743048,0,8831161,113880,0,1.29
SOUTH HILLS,SOUTH FAYETTE TWP,2007,3285168,0,0,202623,0,378868,1680520,0,0,33502,0,18750,0,0,5599431,22038,108033,67696,51841,864,0,0,0,0,0,0,11296,0,8679,0,7897,0,2950,182764,0,0,0,0,89441,0,0,0,0,67360,98208,0,39242,0,0,0,0,0,0,6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16617,14427,0,0,0,31664,8165802,42251,319101,0,63287,61478,0,0,0,122189,69135,2003957,388698,0,81828,17890,0,0,0,0,0,2492373,5290,0,696600,0,0,1184610,697,57137,19163,13654,0,45623,44820,64638,0,0,0,0,0,0,0,0,0,0,0,85924,0,0,177657,0,63899,0,0,0,0,0,0,0,0,410000,0,1060,10409,0,0,185637,0,11836,0,0,0,492219,0,8279076,99718,0,1.204
SOUTH HILLS,SOUTH FAYETTE TWP,2008,3470839,0,0,196562,0,317627,2056458,0,0,149993,0,17400,0,0,6208879,30873,120883,58861,17164,864,0,0,0,0,0,0,15193,0,0,9660,7477,0,3100,152944,0,0,0,0,92089,0,0,0,0,28744,81708,0,41369,0,0,0,0,0,0,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7935,0,0,0,0,8695,9095488,37356,301626,0,81276,53379,0,0,0,122236,81680,2104783,379080,0,84389,11694,0,0,0,0,0,2579946,5345,0,732600,0,0,1180757,1712,20056,12785,13,0,20865,44446,65003,0,0,0,0,0,0,0,0,0,0,0,85381,0,0,180936,0,69134,0,0,0,0,0,0,0,0,500954,22526,1060,0,0,0,0,175354,19060,0,7700,21245,527500,0,8789176,96083,0,1.093
SOUTH HILLS,SOUTH FAYETTE TWP,2009,3339653,0,0,181312,0,285651,1942472,0,0,205314,0,12350,0,0,5966752,20335,226672,57158,6729,864,0,0,0,0,0,0,0,0,0,48133,8134,0,3700,190809,0,0,0,0,97015,0,0,0,0,31612,88098,0,59600,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8261,7477,0,0,0,3114,24607467,40489,362454,0,68162,62406,0,0,0,121346,61958,2234908,377190,0,89695,10966,0,0,0,0,0,2712759,6395,0,771905,0,0,1222429,2322,3455,15697,1247,0,29388,52706,48408,0,0,0,0,0,0,0,0,0,0,0,0,86753,0,192847,0,69034,0,0,0,0,0,0,0,0,453567,67434,1060,3512,0,0,136077,27578,7067,0,9504,13670,448420,0,22242393,100661,0,0.453
SOUTH HILLS,SOUTH FAYETTE TWP,2010,3345348,0,0,192865,0,352105,2150351,0,0,181610,0,8850,0,0,6231129,16902,284465,48391,1834,864,57021,0,0,0,0,0,0,0,10598,0,8155,0,2800,197325,92000,0,0,0,14612,0,0,0,0,28921,128197,0,0,34167,0,0,0,0,0,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38627,14550,0,0,0,12209,9636664,33709,354525,77625,0,45303,0,0,0,129711,63034,2274067,393325,0,107064,8166,0,0,0,0,0,2782622,5330,0,806175,0,0,1259322,4745,4673,19819,24403,0,24086,54169,94206,0,0,0,0,0,0,0,0,0,0,0,0,96750,0,196116,0,70722,0,0,0,0,0,0,0,0,2.00E+05,330269,750,3615,0,0,120388,76050,10408,0,8694,0,385159,0,8983329,115230,0,1.283
SOUTH HILLS,SOUTH FAYETTE TWP,2011,3486267,0,0,194171,0,349233,2333174,0,0,177903,0,10450,0,0,6551198,21831,288294,45946,7190,864,0,0,0,0,0,0,0,0,0,0,8724,0,2800,324593,154899,0,0,0,0,0,0,0,0,67314,119418,0,56863,0,0,0,0,0,0,6890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,7555,0,0,0,7185,9897190,38676,375630,0,78816,96913,0,0,0,176232,49172,2296413,446930,0,98017,27340,0,0,0,0,0,2868700,6035,0,817094,0,0,1318039,1796,32916,18409,0,0,36891,56408,47300,0,0,0,0,0,0,0,0,0,0,0,100826,0,0,221843,0,71759,0,0,0,0,0,0,0,0,205000,342050,750,7540,0,0,133485,58011,12516,0,0,10342,425000,0,9562930,125357,0,1.311
SOUTH HILLS,SOUTH FAYETTE TWP,2012,3940233,0,0,231029,0,381975,2807826,0,0,199556,0,11300,0,0,7571919,21366,305372,45916,2139,864,0,0,0,0,0,0,0,17113,0,0,8962,0,3100,196686,88603,0,0,0,0,0,0,0,0,60775,126154,0,62839,400,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36180,5710,0,0,0,0,10401422,35361,340266,0,111952,124174,0,0,1697,171178,68074,2328855,412778,0,102581,19413,0,0,0,0,0,2863627,6105,0,849650,0,0,1351694,1344,5798,19238,0,0,21265,44106,37962,0,0,0,0,0,0,0,0,0,0,0,0,100143,0,206237,0,0,0,0,0,0,0,0,0,0,380000,167848,750,9040,0,0,145626,54579,8759,0,0,60647,252934,0,8813366,121994,0.019,1.384
SOUTH HILLS,SOUTH FAYETTE TWP,2013,4144969,0,0,252977,0,462638,2851338,0,0,306983,0,11650,0,0,8030555,23168,329846,36278,3458,864,0,0,0,0,0,0,0,0,21962,0,9624,0,4600,217524,99653,0,0,0,0,0,0,0,0,50689,163139,0,75161,0,654,0,0,0,0,34812,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,1172,1050,0,0,0,1615,13785717,42196,372934,0,95587,96114,0,0,49142,140273,80248,2491919,435361,0,122763,26759,0,0,0,0,0,3076802,4735,0,876809,0,0,1422257,4047,106512,26299,14505,0,7361,42080,66743,0,0,0,0,0,0,0,0,0,0,0,0,126369,0,272924,0,94138,0,0,0,0,0,0,0,0,215000,333008,0,0,0,0,142862,11928,9284,0,22195,9041,728300,0,9930118,149522,0.495,1.506
SOUTH HILLS,SOUTH FAYETTE TWP,2014,4206473,0,0,290271,0,461728,2906818,0,0,222976,0,11850,0,0,8100116,20980,340781,39993,2800,500,0,0,0,0,117516,0,0,0,8460,0,10530,0,3400,182016,94136,0,0,0,0,0,0,0,0,32513,198511,0,65635,0,50,0,0,0,0,35106,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,30560,3838,0,0,0,74,12289747,49885,442311,0,100609,95000,0,0,54322,147737,82395,2673528,447104,0,160188,30516,0,0,0,0,0,3311336,5135,0,920439,0,0,1527565,2405,51031,5300,0,0,51773,68727,49072,0,0,0,0,0,0,0,0,0,0,0,0,104361,0,380054,0,105286,0,0,0,0,0,0,0,0,220000,327130,0,0,0,0,175162,5032,9348,0,35146,6220,1201445,347982,12303688,190704,0.442,1.55
